ID,CustomerID,Date,TotalPrice,Fee,Status
OD19163,,20190827,4027,5,2
OD19164,,20190805,2237,5,2
OD19165,,20190805,1516,5,0
OD19166,,20190810,561,5,1
OD19167,,20190830,1112,5,-1
OD19168,,20190825,1609,5,1
OD19169,,20190827,401,5,2
OD19170,,20190825,156,5,-1
OD19171,,20190806,2576,5,-1
OD19172,,20190813,1236,5,1
OD19173,,20190801,473,5,-1
OD19174,,20190818,1601,5,1
OD19175,,20190824,2540,5,1
OD19176,,20190804,557,5,0
OD19177,,20190827,25,5,2
OD19178,,20190816,576,5,-1
OD19179,,20190829,928,5,0
OD19180,,20190809,1734,5,1
OD19181,,20190820,1474,5,2
OD19182,,20190818,1661,5,-1
OD19183,,20190801,2087,5,0
OD19184,,20190813,922,5,1
OD19185,,20190825,2372,5,2
OD19186,,20190825,60,5,2
OD19187,,20190815,270,5,2
OD19188,,20190808,403,5,-1
OD19189,,20190817,2912,5,-1
OD19190,,20190806,4139,5,2
OD19191,,20190803,347,5,2
OD19192,,20190806,1349,5,1
OD19193,,20190816,1586,5,1
OD19194,,20190804,5941,5,0
OD19195,,20190805,150,5,0
OD19196,,20190829,4765,5,1
OD19197,,20190820,319,5,0
OD19198,,20190801,5313,5,2
OD19199,,20190803,450,5,-1
OD19200,,20190806,134,5,0
OD19201,,20190822,870,5,-1
OD19202,,20190801,3979,5,0
OD19203,,20190815,1265,5,2
OD19204,,20190806,1210,5,-1
OD19205,,20190807,638,5,-1
OD19206,,20190829,220,5,-1
OD19207,,20190803,1757,5,0
OD19208,,20190825,1815,5,2
OD19209,,20190828,272,5,2
OD19210,,20190821,927,5,-1
OD19211,,20190813,1678,5,1
OD19212,,20190804,2099,5,-1
OD19213,,20190804,1882,5,1
OD19214,,20190803,2570,5,-1
OD19215,,20190819,28,5,-1
OD19216,,20190810,1740,5,2
OD19217,,20190816,515,5,0
OD19218,,20190820,965,5,-1
OD19219,,20190818,140,5,2
OD19220,,20190825,1122,5,2
OD19221,,20190807,641,5,1
OD19222,,20190826,93,5,0
OD19223,,20190830,1182,5,1
OD19224,,20190811,1409,5,2
OD19225,,20190816,340,5,0
OD19226,,20190808,2215,5,2
OD19227,,20190815,1380,5,1
OD19228,,20190813,791,5,0
OD19229,,20190819,1295,5,2
OD19230,,20190803,4711,5,-1
OD19231,,20190817,1395,5,1
OD19232,,20190811,3067,5,2
OD19233,,20190829,652,5,1
OD19234,,20190822,7356,5,2
OD19235,,20190826,1021,5,0
OD19236,,20190806,272,5,2
OD19237,,20190812,3854,5,-1
OD19238,,20190806,913,5,0
OD19239,,20190824,548,5,0
OD19240,,20190804,1369,5,0
OD19241,,20190821,528,5,0
OD19242,,20190808,940,5,0
OD19243,,20190802,2939,5,-1
OD19244,,20190801,299,5,1
OD19245,,20190817,1128,5,1
OD19246,,20190819,1773,5,-1
OD19247,,20190825,604,5,1
OD19248,,20190802,1787,5,2
OD19249,,20190811,3453,5,1
OD19250,,20190820,840,5,0
OD19251,,20190816,1820,5,0
OD19252,,20190802,2472,5,-1
OD19253,,20190802,2321,5,2
OD19254,,20190823,335,5,1
OD19255,,20190806,173,5,0
OD19256,,20190826,1735,5,-1
OD19257,,20190812,2055,5,1
OD19258,,20190804,1340,5,0
OD19259,,20190815,3287,5,2
OD19260,,20190809,980,5,1
OD19261,,20190828,2943,5,-1
OD19262,,20190806,323,5,1
OD19263,,20190822,1102,5,0
OD19264,,20190808,1691,5,0
OD19265,,20190825,1813,5,0
OD19266,,20190814,4880,5,1
OD19267,,20190813,1354,5,0
OD19268,,20190822,2262,5,1
OD19269,,20190829,90,5,2
OD19270,,20190830,887,5,1
OD19271,,20190804,717,5,0
OD19272,,20190825,5485,5,0
OD19273,,20190814,2026,5,-1
OD19274,,20190816,2220,5,-1
OD19275,,20190805,1089,5,0
OD19276,,20190808,105,5,-1
OD19277,,20190815,418,5,0
OD19278,,20190806,5118,5,0
OD19279,,20190820,1253,5,-1
OD19280,,20190807,595,5,0
OD19281,,20190803,622,5,2
OD19282,,20190823,164,5,0
OD19283,,20190811,2990,5,-1
OD19284,,20190821,1655,5,1
OD19285,,20190827,2623,5,-1
OD19286,,20190828,4313,5,-1
OD19287,,20190812,3114,5,-1
OD19288,,20190826,218,5,0
OD19289,,20190814,104,5,2
OD19290,,20190826,538,5,-1
OD19291,,20190811,516,5,-1
OD19292,,20190828,588,5,0
OD19293,,20190818,697,5,-1
OD19294,,20190820,2506,5,-1
OD19295,,20190828,1460,5,2
OD19296,,20190816,1582,5,0
OD19297,,20190829,969,5,2
OD19298,,20190828,1341,5,0
OD19299,,20190821,997,5,2
OD19300,,20190803,672,5,-1
OD19301,,20190803,2882,5,2
OD19302,,20190808,1914,5,1
OD19303,,20190810,1650,5,-1
OD19304,,20190805,1131,5,1
OD19305,,20190812,1998,5,-1
OD19306,,20190806,604,5,-1
OD19307,,20190821,42,5,2
OD19308,,20190813,3006,5,0
OD19309,,20190803,1423,5,0
OD19310,,20190829,4505,5,2
OD19311,,20190813,214,5,0
OD19312,,20190825,2756,5,1
OD19313,,20190824,879,5,0
OD19314,,20190820,2442,5,-1
OD19315,,20190810,335,5,1
OD19316,,20190810,710,5,-1
OD19317,,20190817,1385,5,-1
OD19318,,20190828,1558,5,-1
OD19319,,20190816,1300,5,1
OD19320,,20190811,3350,5,2
OD19321,,20190807,2224,5,-1
OD19322,,20190807,236,5,2
OD19323,,20190802,4322,5,-1
OD19324,,20190822,326,5,0
OD19325,,20190828,1855,5,1
OD19326,,20190824,218,5,-1
OD19327,,20190809,2376,5,2
OD19328,,20190824,2176,5,1
OD19329,,20190818,980,5,1
OD19330,,20190830,243,5,1
OD19331,,20190811,87,5,-1
OD19332,,20190810,1210,5,-1
OD19333,,20190827,3222,5,2
OD19334,,20190824,1640,5,1
OD19335,,20190803,1415,5,2
OD19336,,20190802,1666,5,-1
OD19337,,20190816,392,5,1
OD19338,,20190830,836,5,-1
OD19339,,20190829,777,5,-1
OD19340,,20190820,2848,5,-1
OD19341,,20190804,2831,5,2
OD19342,,20190830,1673,5,2
OD19343,,20190801,180,5,1
OD19344,,20190814,1970,5,2
OD19345,,20190814,3627,5,-1
OD19346,,20190820,216,5,2
OD19347,,20190824,90,5,1
OD19348,,20190818,1820,5,0
OD19349,,20190804,3359,5,2
OD19350,,20190805,1774,5,2
OD19351,,20190830,1081,5,-1
OD19352,,20190807,795,5,2
OD19353,,20190811,2468,5,0
OD19354,,20190803,3704,5,2
OD19355,,20190810,1064,5,0
OD19356,,20190820,2144,5,2
OD19357,,20190826,1575,5,0
OD19358,,20190806,3526,5,0
OD19359,,20190802,1142,5,1
OD19360,,20190828,1122,5,0
OD19361,,20190825,220,5,2
OD19362,,20190820,1850,5,0
OD19363,,20190824,2676,5,2
OD19364,,20190809,1632,5,1
OD19365,,20190803,1895,5,1
OD19366,,20190827,2643,5,2
OD19367,,20190803,1275,5,0
OD19368,,20190815,175,5,2
OD19369,,20190826,2415,5,0
OD19370,,20190825,597,5,2
OD19371,,20190822,1074,5,0
OD19372,,20190815,502,5,-1
OD19373,,20190827,886,5,-1
OD19374,,20190821,1448,5,-1
OD19375,,20190817,1037,5,-1
OD19376,,20190824,1769,5,1
OD19377,,20190807,1359,5,0
OD19378,,20190802,2746,5,1
OD19379,,20190822,3439,5,2
OD19380,,20190812,1207,5,0
OD19381,,20190807,1562,5,-1
OD19382,,20190817,1892,5,-1
OD19383,,20190809,1410,5,-1
OD19384,,20190819,3699,5,0
OD19385,,20190821,2857,5,-1
OD19386,,20190807,1077,5,2
OD19387,,20190801,355,5,0
OD19388,,20190813,1119,5,1
OD19389,,20190805,1892,5,2
OD19390,,20190802,4531,5,-1
OD19391,,20190801,1851,5,0
OD19392,,20190803,1448,5,2
OD19393,,20190827,650,5,0
OD19394,,20190814,2206,5,-1
OD19395,,20190803,1367,5,-1
OD19396,,20190805,1841,5,0
OD19397,,20190817,357,5,0
OD19398,,20190827,3707,5,2
OD19399,,20190811,3622,5,-1
OD19400,,20190812,808,5,1
OD19401,,20190813,3002,5,1
OD19402,,20190815,2012,5,-1
OD19403,,20190828,1126,5,0
OD19404,,20190814,1445,5,-1
OD19405,,20190826,1882,5,0
OD19406,,20190812,497,5,-1
OD19407,,20190808,3957,5,-1
OD19408,,20190810,675,5,2
OD19409,,20190805,90,5,2
OD19410,,20190807,355,5,2
OD19411,,20190830,2921,5,2
OD19412,,20190822,769,5,-1
OD19413,,20190830,263,5,2
OD19414,,20190814,1232,5,0
OD19415,,20190814,461,5,1
OD19416,,20190807,2590,5,-1
OD19417,,20190810,521,5,2
OD19418,,20190812,2631,5,0
OD19419,,20190822,603,5,1
OD19420,,20190810,60,5,2
OD19421,,20190828,2449,5,0
OD19422,,20190830,2774,5,-1
OD19423,,20190814,1476,5,0
OD19424,,20190829,3060,5,-1
OD19425,,20190808,1742,5,2
OD19426,,20190822,120,5,-1
OD19427,,20190825,273,5,1
OD19428,,20190802,2046,5,-1
OD19429,,20190803,1448,5,0
OD19430,,20190827,138,5,-1
OD19431,,20190806,801,5,1
OD19432,,20190829,2207,5,0
OD19433,,20190816,2737,5,1
OD19434,,20190812,758,5,0
OD19435,,20190809,2376,5,1
OD19436,,20190810,2474,5,1
OD19437,,20190813,469,5,2
OD19438,,20190811,2318,5,2
OD19439,,20190809,1100,5,2
OD19440,,20190809,3239,5,0
OD19441,,20190826,2692,5,0
OD19442,,20190808,861,5,2
OD19443,,20190808,1250,5,-1
OD19444,,20190821,2403,5,0
OD19445,,20190816,1412,5,2
OD19446,,20190818,427,5,-1
OD19447,,20190809,5399,5,-1
OD19448,,20190823,966,5,0
OD19449,,20190828,3030,5,2
OD19450,,20190812,355,5,-1
OD19451,,20190821,3269,5,-1
OD19452,,20190803,1484,5,0
OD19453,,20190816,5477,5,2
OD19454,,20190818,1587,5,1
OD19455,,20190814,141,5,-1
OD19456,,20190818,3090,5,1
OD19457,,20190813,96,5,-1
OD19458,,20190809,2703,5,1
OD19459,,20190807,1997,5,1
OD19460,,20190810,286,5,-1
OD19461,,20190813,60,5,-1
OD19462,,20190811,158,5,1
OD19463,,20190816,1302,5,1
OD19464,,20190823,2201,5,-1
OD19465,,20190814,2518,5,2
OD19466,,20190829,2564,5,1
OD19467,,20190815,2435,5,0
OD19468,,20190826,105,5,-1
OD19469,,20190811,1065,5,2
OD19470,,20190810,2026,5,0
OD19471,,20190812,2672,5,-1
OD19472,,20190807,78,5,1
OD19473,,20190821,2747,5,-1
OD19474,,20190822,1471,5,2
OD19475,,20190824,2821,5,2
OD19476,,20190810,480,5,1
OD19477,,20190807,212,5,1
OD19478,,20190821,2179,5,0
OD19479,,20190810,260,5,-1
OD19480,,20190826,2887,5,-1
OD19481,,20190816,3004,5,2
OD19482,,20190811,1682,5,0
OD19483,,20190818,224,5,2
OD19484,,20190808,312,5,1
OD19485,,20190819,793,5,-1
OD19486,,20190826,1014,5,-1
OD19487,,20190810,572,5,2
OD19488,,20190825,1658,5,1
OD19489,,20190812,442,5,2
OD19490,,20190826,184,5,0
OD19491,,20190819,1196,5,0
OD19492,,20190820,282,5,1
OD19493,,20190811,270,5,1
OD19494,,20190818,422,5,1
OD19495,,20190809,255,5,0
OD19496,,20190829,211,5,2
OD19497,,20190829,588,5,0
OD19498,,20190818,2174,5,-1
OD19499,,20190802,1998,5,0
OD19500,,20190806,4250,5,1
OD19501,,20190811,1833,5,0
OD19502,,20190811,583,5,-1
OD19503,,20190824,824,5,2
OD19504,,20190810,2470,5,2
OD19505,,20190814,1443,5,1
OD19506,,20190808,2502,5,0
OD19507,,20190821,176,5,0
OD19508,,20190819,1305,5,-1
OD19509,,20190807,2107,5,-1
OD19510,,20190819,372,5,-1
OD19511,,20190819,832,5,0
OD19512,,20190807,3430,5,0
OD19513,,20190810,2916,5,2
OD19514,,20190817,6697,5,0
OD19515,,20190827,1507,5,0
OD19516,,20190807,128,5,2
OD19517,,20190807,993,5,2
OD19518,,20190823,1336,5,-1
OD19519,,20190823,4268,5,0
OD19520,,20190805,2597,5,2
OD19521,,20190810,410,5,1
OD19522,,20190812,133,5,-1
OD19523,,20190813,1796,5,2
OD19524,,20190811,7730,5,0
OD19525,,20190812,99,5,1
OD19526,,20190811,1288,5,1
OD19527,,20190823,2648,5,0
OD19528,,20190826,604,5,-1
OD19529,,20190821,1236,5,2
OD19530,,20190813,101,5,0
OD19531,,20190805,1488,5,-1
OD19532,,20190812,234,5,-1
OD19533,,20190817,1983,5,0
OD19534,,20190820,2715,5,1
OD19535,,20190822,2084,5,0
OD19536,,20190821,1425,5,2
OD19537,,20190810,1044,5,-1
OD19538,,20190817,1331,5,2
OD19539,,20190826,695,5,0
OD19540,,20190812,1228,5,-1
OD19541,,20190824,2312,5,-1
OD19542,,20190807,2279,5,2
OD19543,,20190803,537,5,-1
OD19544,,20190813,375,5,-1
OD19545,,20190827,1936,5,2
OD19546,,20190804,2985,5,-1
OD19547,,20190815,627,5,-1
OD19548,,20190815,4018,5,-1
OD19549,,20190820,477,5,0
OD19550,,20190804,1837,5,-1
OD19551,,20190801,2103,5,2
OD19552,,20190811,3934,5,0
OD19553,,20190809,1164,5,0
OD19554,,20190804,2868,5,-1
OD19555,,20190817,822,5,2
OD19556,,20190805,2263,5,-1
OD19557,,20190816,806,5,1
OD19558,,20190810,2114,5,2
OD19559,,20190823,1813,5,-1
OD19560,,20190830,423,5,-1
OD19561,,20190812,714,5,1
OD19562,,20190804,2022,5,2
OD19563,,20190820,260,5,-1
OD19564,,20190809,1235,5,0
OD19565,,20190804,2655,5,0
OD19566,,20190830,2192,5,-1
OD19567,,20190823,3122,5,0
OD19568,,20190814,1575,5,-1
OD19569,,20190810,448,5,-1
OD19570,,20190813,828,5,2
OD19571,,20190830,2018,5,2
OD19572,,20190809,328,5,2
OD19573,,20190802,1838,5,0
OD19574,,20190802,3697,5,0
OD19575,,20190812,530,5,1
OD19576,,20190822,796,5,-1
OD19577,,20190809,1131,5,1
OD19578,,20190824,1970,5,-1
OD19579,,20190805,1108,5,0
OD19580,,20190828,1684,5,-1
OD19581,,20190827,1183,5,1
OD19582,,20190822,1327,5,1
OD19583,,20190823,36,5,-1
OD19584,,20190808,2511,5,-1
OD19585,,20190822,268,5,-1
OD19586,,20190803,2874,5,0
OD19587,,20190809,180,5,1
OD19588,,20190829,417,5,1
OD19589,,20190819,1900,5,2
OD19590,,20190830,30,5,2
OD19591,,20190820,409,5,-1
OD19592,,20190815,3110,5,-1
OD19593,,20190813,1293,5,0
OD19594,,20190830,114,5,0
OD19595,,20190819,3230,5,0
OD19596,,20190801,3488,5,1
OD19597,,20190826,885,5,-1
OD19598,,20190815,1275,5,1
OD19599,,20190817,399,5,2
OD19600,,20190827,611,5,-1
OD19601,,20190829,424,5,1
OD19602,,20190814,1413,5,1
OD19603,,20190822,1916,5,0
OD19604,,20190820,962,5,2
OD19605,,20190830,1193,5,0
OD19606,,20190828,2624,5,1
OD19607,,20190814,550,5,2
OD19608,,20190818,210,5,0
OD19609,,20190816,244,5,-1
OD19610,,20190809,1083,5,0
OD19611,,20190811,1119,5,0
OD19612,,20190821,1149,5,2
OD19613,,20190828,338,5,0
OD19614,,20190820,2573,5,-1
OD19615,,20190824,2539,5,0
OD19616,,20190809,259,5,1
OD19617,,20190813,1482,5,1
OD19618,,20190820,881,5,1
OD19619,,20190828,147,5,-1
OD19620,,20190811,1161,5,0
OD19621,,20190829,115,5,0
OD19622,,20190818,2071,5,0
OD19623,,20190814,1916,5,-1
OD19624,,20190819,2193,5,-1
OD19625,,20190822,328,5,2
OD19626,,20190817,2749,5,1
OD19627,,20190824,5038,5,-1
OD19628,,20190822,148,5,-1
OD19629,,20190808,562,5,1
OD19630,,20190827,1459,5,1
OD19631,,20190807,236,5,2
OD19632,,20190812,4076,5,2
OD19633,,20190801,1841,5,1
OD19634,,20190813,2566,5,-1
OD19635,,20190810,4166,5,0
OD19636,,20190816,344,5,0
OD19637,,20190802,278,5,-1
OD19638,,20190818,183,5,0
OD19639,,20190826,373,5,-1
OD19640,,20190804,1161,5,-1
OD19641,,20190802,2163,5,-1
OD19642,,20190826,2901,5,2
OD19643,,20190826,577,5,-1
OD19644,,20190804,1183,5,0
OD19645,,20190828,1245,5,-1
OD19646,,20190803,1594,5,0
OD19647,,20190802,4176,5,0
OD19648,,20190829,659,5,-1
OD19649,,20190813,450,5,2
OD19650,,20190805,633,5,1
OD19651,,20190829,706,5,-1
OD19652,,20190806,4146,5,-1
OD19653,,20190826,430,5,2
OD19654,,20190830,2249,5,0
OD19655,,20190806,1388,5,1
OD19656,,20190803,415,5,0
OD19657,,20190810,558,5,1
OD19658,,20190802,2232,5,2
OD19659,,20190822,1054,5,1
OD19660,,20190812,2426,5,2
OD19661,,20190804,2393,5,0
OD19662,,20190803,1529,5,-1
OD19663,,20190805,401,5,2
OD19664,,20190818,3522,5,0
OD19665,,20190823,3779,5,2
OD19666,,20190809,1192,5,-1
OD19667,,20190820,1644,5,0
OD19668,,20190823,100,5,1
OD19669,,20190818,3506,5,-1
OD19670,,20190813,118,5,0
OD19671,,20190829,84,5,2
OD19672,,20190802,341,5,0
OD19673,,20190822,1932,5,0
OD19674,,20190825,437,5,2
OD19675,,20190804,809,5,0
OD19676,,20190825,755,5,0
OD19677,,20190826,820,5,0
OD19678,,20190829,1812,5,1
OD19679,,20190804,128,5,1
OD19680,,20190812,2616,5,1
OD19681,,20190819,2099,5,1
OD19682,,20190819,1026,5,-1
OD19683,,20190804,1127,5,0
OD19684,,20190802,2211,5,-1
OD19685,,20190821,970,5,-1
OD19686,,20190801,3527,5,1
OD19687,,20190830,21,5,0
OD19688,,20190822,1703,5,1
OD19689,,20190806,695,5,1
OD19690,,20190829,2643,5,2
OD19691,,20190829,1482,5,0
OD19692,,20190819,2060,5,-1
OD19693,,20190807,378,5,2
OD19694,,20190820,752,5,2
OD19695,,20190810,339,5,-1
OD19696,,20190830,1540,5,2
OD19697,,20190816,1554,5,0
OD19698,,20190824,5642,5,-1
OD19699,,20190813,1243,5,0
OD19700,,20190824,3896,5,1
OD19701,,20190816,194,5,-1
OD19702,,20190806,309,5,0
OD19703,,20190827,373,5,0
OD19704,,20190829,509,5,0
OD19705,,20190805,1172,5,1
OD19706,,20190818,1608,5,1
OD19707,,20190804,967,5,1
OD19708,,20190820,51,5,0
OD19709,,20190830,3322,5,1
OD19710,,20190806,206,5,-1
OD19711,,20190801,2877,5,1
OD19712,,20190804,1046,5,-1
OD19713,,20190827,907,5,0
OD19714,,20190814,2759,5,2
OD19715,,20190829,625,5,1
OD19716,,20190822,72,5,2
OD19717,,20190809,993,5,0
OD19718,,20190801,140,5,1
OD19719,,20190806,2105,5,0
OD19720,,20190809,765,5,2
OD19721,,20190802,1211,5,2
OD19722,,20190803,1915,5,-1
OD19723,,20190806,1360,5,0
OD19724,,20190824,321,5,-1
OD19725,,20190811,3160,5,-1
OD19726,,20190803,1408,5,0
OD19727,,20190810,1416,5,1
OD19728,,20190818,4332,5,1
OD19729,,20190830,3015,5,1
OD19730,,20190818,1621,5,2
OD19731,,20190803,887,5,-1
OD19732,,20190804,1130,5,-1
OD19733,,20190818,648,5,-1
OD19734,,20190812,1532,5,1
OD19735,,20190830,3143,5,1
OD19736,,20190801,346,5,-1
OD19737,,20190825,378,5,-1
OD19738,,20190820,1908,5,-1
OD19739,,20190821,3157,5,1
OD19740,,20190822,108,5,0
OD19741,,20190829,1104,5,-1
OD19742,,20190825,333,5,2
OD19743,,20190824,284,5,2
OD19744,,20190817,780,5,1
OD19745,,20190819,671,5,2
OD19746,,20190815,1258,5,2
OD19747,,20190819,891,5,2
OD19748,,20190805,450,5,2
OD19749,,20190819,1155,5,0
OD19750,,20190807,2498,5,2
OD19751,,20190821,60,5,0
OD19752,,20190818,2858,5,-1
OD19753,,20190803,4228,5,-1
OD19754,,20190810,2059,5,2
OD19755,,20190807,532,5,1
OD19756,,20190808,2105,5,0
OD19757,,20190826,2274,5,-1
OD19758,,20190820,87,5,1
OD19759,,20190817,1751,5,1
OD19760,,20190825,835,5,1
OD19761,,20190802,1210,5,2
OD19762,,20190803,518,5,2
OD19763,,20190825,406,5,1
OD19764,,20190829,1127,5,1
OD19765,,20190809,276,5,2
OD19766,,20190816,2673,5,1
OD19767,,20190823,840,5,-1
OD19768,,20190812,2766,5,-1
OD19769,,20190820,2587,5,0
OD19770,,20190813,3820,5,-1
OD19771,,20190824,1524,5,1
OD19772,,20190802,1675,5,1
OD19773,,20190810,1036,5,-1
OD19774,,20190812,2266,5,0
OD19775,,20190807,953,5,1
OD19776,,20190815,1218,5,-1
OD19777,,20190807,4319,5,2
OD19778,,20190812,2812,5,0
OD19779,,20190819,912,5,1
OD19780,,20190801,34,5,2
OD19781,,20190822,1136,5,2
OD19782,,20190809,733,5,2
OD19783,,20190829,787,5,2
OD19784,,20190821,1015,5,1
OD19785,,20190827,4127,5,1
OD19786,,20190810,1400,5,-1
OD19787,,20190805,424,5,1
OD19788,,20190828,1262,5,1
OD19789,,20190828,2293,5,2
OD19790,,20190804,811,5,-1
OD19791,,20190802,1081,5,2
OD19792,,20190812,586,5,1
OD19793,,20190827,60,5,2
OD19794,,20190823,957,5,-1
OD19795,,20190810,1178,5,2
OD19796,,20190816,1208,5,1
OD19797,,20190801,3553,5,1
OD19798,,20190820,241,5,0
OD19799,,20190822,2570,5,2
OD19800,,20190825,1412,5,1
OD19801,,20190802,405,5,0
OD19802,,20190813,3659,5,2
OD19803,,20190810,2000,5,2
OD19804,,20190812,2673,5,2
OD19805,,20190819,1274,5,-1
OD19806,,20190811,2660,5,1
OD19807,,20190830,640,5,0
OD19808,,20190830,1995,5,2
OD19809,,20190816,2268,5,0
OD19810,,20190817,250,5,1
OD19811,,20190822,112,5,0
OD19812,,20190813,1553,5,1
OD19813,,20190813,2846,5,1
OD19814,,20190803,95,5,0
OD19815,,20190816,1497,5,2
OD19816,,20190808,479,5,2
OD19817,,20190820,4505,5,-1
OD19818,,20190823,2453,5,2
OD19819,,20190822,664,5,0
OD19820,,20190805,1916,5,-1
OD19821,,20190820,1287,5,-1
OD19822,,20190817,828,5,2
OD19823,,20190805,1625,5,2
OD19824,,20190805,85,5,1
OD19825,,20190829,1572,5,1
OD19826,,20190815,736,5,0
OD19827,,20190819,255,5,0
OD19828,,20190815,832,5,2
OD19829,,20190804,4399,5,1
OD19830,,20190824,104,5,-1
OD19831,,20190818,2227,5,0
OD19832,,20190824,2472,5,0
OD19833,,20190808,164,5,-1
OD19834,,20190802,748,5,-1
OD19835,,20190824,3054,5,2
OD19836,,20190813,1585,5,2
OD19837,,20190815,150,5,-1
OD19838,,20190803,1856,5,-1
OD19839,,20190815,4019,5,2
OD19840,,20190805,1341,5,1
OD19841,,20190805,354,5,0
OD19842,,20190814,2089,5,1
OD19843,,20190812,1360,5,1
OD19844,,20190826,1088,5,-1
OD19845,,20190821,118,5,0
OD19846,,20190828,1224,5,2
OD19847,,20190807,694,5,0
OD19848,,20190807,247,5,-1
OD19849,,20190821,1726,5,1
OD19850,,20190812,118,5,-1
OD19851,,20190821,92,5,2
OD19852,,20190816,2165,5,1
OD19853,,20190822,359,5,2
OD19854,,20190814,2863,5,-1
OD19855,,20190802,1319,5,1
OD19856,,20190806,1443,5,1
OD19857,,20190830,2591,5,2
OD19858,,20190815,2112,5,2
OD19859,,20190815,3454,5,1
OD19860,,20190810,1534,5,-1
OD19861,,20190826,982,5,0
OD19862,,20190820,1985,5,0
OD19863,,20190822,934,5,1
OD19864,,20190814,1458,5,0
OD19865,,20190808,172,5,2
OD19866,,20190822,2366,5,0
OD19867,,20190822,162,5,-1
OD19868,,20190805,1384,5,1
OD19869,,20190809,3679,5,-1
OD19870,,20190817,1776,5,1
OD19871,,20190801,759,5,1
OD19872,,20190826,100,5,-1
OD19873,,20190810,1189,5,0
OD19874,,20190825,3123,5,2
OD19875,,20190823,1295,5,-1
OD19876,,20190802,949,5,1
OD19877,,20190815,3049,5,2
OD19878,,20190820,2510,5,0
OD19879,,20190817,476,5,-1
OD19880,,20190815,1928,5,2
OD19881,,20190813,1439,5,2
OD19882,,20190829,778,5,2
OD19883,,20190830,1265,5,0
OD19884,,20190803,1398,5,0
OD19885,,20190810,2209,5,1
OD19886,,20190812,418,5,1
OD19887,,20190826,787,5,-1
OD19888,,20190813,1405,5,0
OD19889,,20190802,1894,5,-1
OD19890,,20190820,188,5,0
OD19891,,20190812,1662,5,2
OD19892,,20190827,3192,5,2
OD19893,,20190826,1238,5,-1
OD19894,,20190804,4089,5,2
OD19895,,20190804,2416,5,1
OD19896,,20190824,1042,5,0
OD19897,,20190829,672,5,1
OD19898,,20190827,2482,5,-1
OD19899,,20190826,536,5,-1
OD19900,,20190814,186,5,1
OD19901,,20190825,179,5,0
OD19902,,20190807,360,5,0
OD19903,,20190801,2311,5,-1
OD19904,,20190822,391,5,0
OD19905,,20190810,2013,5,0
OD19906,,20190812,500,5,-1
OD19907,,20190805,4327,5,-1
OD19908,,20190818,225,5,-1
OD19909,,20190822,56,5,-1
OD19910,,20190818,1008,5,0
OD19911,,20190811,5524,5,1
OD19912,,20190819,1653,5,0
OD19913,,20190805,1175,5,0
OD19914,,20190823,655,5,1
OD19915,,20190823,1854,5,2
OD19916,,20190809,108,5,2
OD19917,,20190812,45,5,2
OD19918,,20190824,296,5,2
OD19919,,20190820,1007,5,-1
OD19920,,20190813,2287,5,-1
OD19921,,20190804,2504,5,1
OD19922,,20190805,2195,5,0
OD19923,,20190802,562,5,0
OD19924,,20190801,1609,5,0
OD19925,,20190805,1239,5,1
OD19926,,20190823,3227,5,1
OD19927,,20190829,1936,5,2
OD19928,,20190802,210,5,0
OD19929,,20190824,3709,5,2
OD19930,,20190828,679,5,2
OD19931,,20190815,1065,5,-1
OD19932,,20190806,50,5,1
OD19933,,20190807,1940,5,2
OD19934,,20190826,4005,5,2
OD19935,,20190808,2152,5,0
OD19936,,20190803,3023,5,-1
OD19937,,20190815,260,5,2
OD19938,,20190811,90,5,0
OD19939,,20190803,210,5,0
OD19940,,20190809,587,5,0
OD19941,,20190815,675,5,-1
OD19942,,20190821,591,5,1
OD19943,,20190824,1981,5,-1
OD19944,,20190813,50,5,2
OD19945,,20190818,13,5,-1
OD19946,,20190806,430,5,2
OD19947,,20190821,1578,5,1
OD19948,,20190825,360,5,2
OD19949,,20190805,1680,5,2
OD19950,,20190808,1989,5,0
OD19951,,20190816,3018,5,1
OD19952,,20190829,1691,5,0
OD19953,,20190827,1615,5,2
OD19954,,20190817,376,5,0
OD19955,,20190805,130,5,0
OD19956,,20190820,296,5,0
OD19957,,20190807,969,5,-1
OD19958,,20190804,4366,5,0
OD19959,,20190814,686,5,-1
OD19960,,20190813,3130,5,-1
OD19961,,20190804,3327,5,1
OD19962,,20190806,3367,5,-1
OD19963,,20190823,2003,5,0
OD19964,,20190827,30,5,2
OD19965,,20190801,821,5,1
OD19966,,20190821,1309,5,2
OD19967,,20190818,4203,5,-1
OD19968,,20190802,5579,5,1
OD19969,,20190818,3438,5,1
OD19970,,20190815,1627,5,-1
OD19971,,20190808,1902,5,-1
OD19972,,20190829,3227,5,2
OD19973,,20190826,4376,5,2
OD19974,,20190815,2949,5,2
OD19975,,20190803,733,5,2
OD19976,,20190815,3266,5,0
OD19977,,20190803,386,5,2
OD19978,,20190813,317,5,2
OD19979,,20190824,480,5,2
OD19980,,20190813,1450,5,2
OD19981,,20190810,2237,5,-1
OD19982,,20190827,3109,5,1
OD19983,,20190808,235,5,1
OD19984,,20190808,2156,5,2
OD19985,,20190818,241,5,1
OD19986,,20190819,1228,5,-1
OD19987,,20190827,1322,5,-1
OD19988,,20190810,147,5,-1
OD19989,,20190809,2414,5,1
